personId,householdId,age,sex,isFemale,valueOfTime,TAZ,income,hhsize,auto_ownership,num_workers,locationX,locationY,autoWorkRatio
200848,64241,1,1,FALSE,0.667,514,10054.7759,6,3,3,426858.15343758033,4530619.770458761,auto_sufficient
200849,64241,26,2,TRUE,1,514,10054.7759,6,3,3,426858.15343758033,4530619.770458761,auto_sufficient
204552,65579,67,1,FALSE,7.078122776929137,506,43076.6514,2,0,1,425575.2564970433,4531182.750197943,no_auto
204553,65579,65,2,TRUE,7.078122776929137,506,43076.6514,2,0,1,425575.2564970433,4531182.750197943,no_auto
224451,73114,38,2,TRUE,4.247793196986166,566,17291.5176,3,0,1,424577.66863873263,4522803.379766672,no_auto
224452,73114,6,1,FALSE,2.833278062389773,566,17291.5176,3,0,1,424577.66863873263,4522803.379766672,no_auto
224453,73114,47,1,FALSE,4.247793196986166,566,17291.5176,3,0,1,424577.66863873263,4522803.379766672,no_auto
227008,74017,53,2,TRUE,2.9845546990392537,564,55416.2389,2,1,1,424268.6785055656,4522679.949876918,auto_sufficient
227009,74017,62,1,FALSE,2.9845546990392537,564,55416.2389,2,1,1,424268.6785055656,4522679.949876918,auto_sufficient
231462,75275,56,1,FALSE,6.165587995191952,528,93250.6842,3,3,3,426986.5627423174,4528032.880458677,auto_sufficient
231463,75275,57,2,TRUE,6.165587995191952,528,93250.6842,3,3,3,426986.5627423174,4528032.880458677,auto_sufficient
231464,75275,17,2,TRUE,4.112447192793033,528,93250.6842,3,3,3,426986.5627423174,4528032.880458677,auto_sufficient
269302,89248,51,2,TRUE,7.476262094943246,557,37295.568,3,0,1,421352.52898217086,4523187.840370494,no_auto
269303,89248,17,1,FALSE,4.986666817327146,557,37295.568,3,0,1,421352.52898217086,4523187.840370494,no_auto
269304,89248,12,1,FALSE,4.986666817327146,557,37295.568,3,0,1,421352.52898217086,4523187.840370494,no_auto
377289,124948,30,1,FALSE,9.20737912657349,861,77699.1,2,0,1,425277.1165590611,4513822.660085546,no_auto
377290,124948,34,2,TRUE,9.20737912657349,861,77699.1,2,0,1,425277.1165590611,4513822.660085546,no_auto
382756,127955,63,2,TRUE,1.6964857412852423,952,42748.4755,2,0,1,427413.2507333864,4513667.969816803,no_auto
382757,127955,63,1,FALSE,1.6964857412852423,952,42748.4755,2,0,1,427413.2507333864,4513667.969816803,no_auto
405721,141016,50,2,TRUE,1.8591094808839672,883,-8,1,1,0,425412.8823735633,4512781.789641241,auto_sufficient
414671,145750,35,1,FALSE,7.036758596909022,997,135875.35,4,2,1,425279.8173714563,4510683.579690154,auto_sufficient
414672,145750,35,2,TRUE,7.036758596909022,997,135875.35,4,2,1,425279.8173714563,4510683.579690154,auto_sufficient
414673,145750,3,2,TRUE,4.6935179841383174,997,135875.35,4,2,1,425279.8173714563,4510683.579690154,auto_sufficient
414674,145750,1,1,FALSE,4.6935179841383174,997,135875.35,4,2,1,425279.8173714563,4510683.579690154,auto_sufficient
440832,157681,70,1,FALSE,7.393341724276181,1026,62711.7,2,0,0,428226.5630132376,4510153.140182939,no_auto
440833,157681,72,2,TRUE,7.393341724276181,1026,62711.7,2,0,0,428226.5630132376,4510153.140182939,no_auto
466687,168070,65,2,TRUE,2.0575909564193147,1169,18736.594428,3,2,1,433089.27637068945,4505583.580047994,auto_sufficient
466688,168070,32,2,TRUE,2.0575909564193147,1169,18736.594428,3,2,1,433089.27637068945,4505583.580047994,auto_sufficient
466689,168070,64,1,FALSE,2.0575909564193147,1169,18736.594428,3,2,1,433089.27637068945,4505583.580047994,auto_sufficient
482265,174447,84,1,FALSE,8.581988447175085,753,52213.7952,2,2,1,415331.6966701411,4506017.020558325,auto_sufficient
482266,174447,75,2,TRUE,8.581988447175085,753,52213.7952,2,2,1,415331.6966701411,4506017.020558325,auto_sufficient
530924,188627,56,2,TRUE,4.09883945061387,788,18440.5864,2,2,0,416851.06313815416,4503451.019849946,auto_sufficient
530925,188627,25,1,FALSE,4.09883945061387,788,18440.5864,2,2,0,416851.06313815416,4503451.019849946,auto_sufficient
556663,195946,54,2,TRUE,2.1720991848080637,836,11836.4555,3,2,1,416404.73652986967,4500255.489777929,auto_sufficient
556664,195946,19,2,TRUE,2.1720991848080637,836,11836.4555,3,2,1,416404.73652986967,4500255.489777929,auto_sufficient
556665,195946,0,2,TRUE,1.4487901562669785,836,11836.4555,3,2,1,416404.73652986967,4500255.489777929,auto_sufficient
615548,214930,37,1,FALSE,14.862234901517937,774,71386.8185,4,2,2,421392.9065971692,4505472.009676724,auto_sufficient
615549,214930,32,2,TRUE,14.862234901517937,774,71386.8185,4,2,2,421392.9065971692,4505472.009676724,auto_sufficient
615550,214930,10,1,FALSE,9.913110679312464,774,71386.8185,4,2,2,421392.9065971692,4505472.009676724,auto_sufficient
615551,214930,8,2,TRUE,9.913110679312464,774,71386.8185,4,2,2,421392.9065971692,4505472.009676724,auto_sufficient
619120,216386,50,1,FALSE,2.854862783889638,775,138268.6242,4,3,3,421569.5376858648,4504887.110536699,auto_sufficient
619121,216386,52,2,TRUE,2.854862783889638,775,138268.6242,4,3,3,421569.5376858648,4504887.110536699,auto_sufficient
619122,216386,21,1,FALSE,2.854862783889638,775,138268.6242,4,3,3,421569.5376858648,4504887.110536699,auto_sufficient
619123,216386,19,2,TRUE,2.854862783889638,775,138268.6242,4,3,3,421569.5376858648,4504887.110536699,auto_sufficient
631832,221368,58,1,FALSE,50,800,109512.9448,2,0,1,421882.5370454144,4504129.299491913,no_auto
631833,221368,59,2,TRUE,50,800,109512.9448,2,0,1,421882.5370454144,4504129.299491913,no_auto
640425,224953,44,2,TRUE,5.8061208850302375,801,37413.993,4,2,2,421001.8623068669,4502107.820512039,auto_sufficient
640426,224953,20,2,TRUE,5.8061208850302375,801,37413.993,4,2,2,421001.8623068669,4502107.820512039,auto_sufficient
640427,224953,14,1,FALSE,3.8726826303151687,801,37413.993,4,2,2,421001.8623068669,4502107.820512039,auto_sufficient
640428,224953,13,1,FALSE,3.8726826303151687,801,37413.993,4,2,2,421001.8623068669,4502107.820512039,auto_sufficient
705932,250554,33,1,FALSE,5.634788823702004,1178,29324.481,4,0,1,429855.7170205483,4505712.779917241,no_auto
705933,250554,6,1,FALSE,3.7584041454092367,1178,29324.481,4,0,1,429855.7170205483,4505712.779917241,no_auto
705934,250554,0,2,TRUE,3.7584041454092367,1178,29324.481,4,0,1,429855.7170205483,4505712.779917241,no_auto
705935,250554,31,2,TRUE,5.634788823702004,1178,29324.481,4,0,1,429855.7170205483,4505712.779917241,no_auto
711006,252384,84,2,TRUE,12.928002858574729,1182,42550.83312,3,3,0,430919.5380680058,4504551.379570088,auto_sufficient
711007,252384,50,1,FALSE,12.928002858574729,1182,42550.83312,3,3,0,430919.5380680058,4504551.379570088,auto_sufficient
711008,252384,49,1,FALSE,12.928002858574729,1182,42550.83312,3,3,0,430919.5380680058,4504551.379570088,auto_sufficient
738683,262667,46,1,FALSE,2.5777292357912422,1216,34491.435,4,3,1,431301.0530088713,4499510.709914519,auto_sufficient
738684,262667,13,2,TRUE,1.7193454002727586,1216,34491.435,4,3,1,431301.0530088713,4499510.709914519,auto_sufficient
738685,262667,24,2,TRUE,2.5777292357912422,1216,34491.435,4,3,1,431301.0530088713,4499510.709914519,auto_sufficient
738686,262667,42,2,TRUE,2.5777292357912422,1216,34491.435,4,3,1,431301.0530088713,4499510.709914519,auto_sufficient
745649,265450,71,2,TRUE,4.0179075362696794,1088,64534.4139,2,2,0,425866.1194733128,4507648.800007123,auto_sufficient
745650,265450,73,1,FALSE,4.0179075362696794,1088,64534.4139,2,2,0,425866.1194733128,4507648.800007123,auto_sufficient
788256,284094,91,2,TRUE,5.914319392857941,1123,-8,1,0,0,426129.9302330697,4501919.039682004,no_auto
798748,288658,36,1,FALSE,3.291353148432498,1139,24702.168,3,0,1,426157.0019237555,4498254.63000703,no_auto
798749,288658,31,2,TRUE,3.291353148432498,1139,24702.168,3,0,1,426157.0019237555,4498254.63000703,no_auto
798750,288658,0,1,FALSE,2.195332550004476,1139,24702.168,3,0,1,426157.0019237555,4498254.63000703,no_auto
800328,289222,40,2,TRUE,43.33596596528143,1069,82833.738,3,3,2,426521.4420127723,4508439.020430857,auto_sufficient
800329,289222,43,1,FALSE,43.33596596528143,1069,82833.738,3,3,2,426521.4420127723,4508439.020430857,auto_sufficient
800330,289222,18,2,TRUE,43.33596596528143,1069,82833.738,3,3,2,426521.4420127723,4508439.020430857,auto_sufficient
826158,297135,41,1,FALSE,4.009343001932499,1303,19115.478,5,0,1,414483.1793775791,4493629.240092488,no_auto
826159,297135,19,2,TRUE,4.009343001932499,1303,19115.478,5,0,1,414483.1793775791,4493629.240092488,no_auto
826160,297135,12,1,FALSE,2.674231782288977,1303,19115.478,5,0,1,414483.1793775791,4493629.240092488,no_auto
826161,297135,7,1,FALSE,2.674231782288977,1303,19115.478,5,0,1,414483.1793775791,4493629.240092488,no_auto
826162,297135,39,2,TRUE,4.009343001932499,1303,19115.478,5,0,1,414483.1793775791,4493629.240092488,no_auto
835039,299439,19,2,TRUE,10.910894074067151,1270,15504.7766,2,0,2,413656.84885597066,4498200.030013638,no_auto
835040,299439,21,1,FALSE,10.910894074067151,1270,15504.7766,2,0,2,413656.84885597066,4498200.030013638,no_auto
868123,309295,63,2,TRUE,1.843897774315816,1287,-8,1,1,0,420754.29577692866,4498073.639756788,auto_sufficient
893686,318031,70,2,TRUE,1.835299047621802,1341,13905.26207,2,2,0,418514.57665586506,4493072.5901622465,auto_sufficient
893687,318031,64,2,TRUE,1.835299047621802,1341,13905.26207,2,2,0,418514.57665586506,4493072.5901622465,auto_sufficient
894193,318191,62,2,TRUE,3.86659684854327,1346,65219.886994,5,2,2,419388.34735600743,4492947.85994645,auto_sufficient
894194,318191,35,2,TRUE,3.86659684854327,1346,65219.886994,5,2,2,419388.34735600743,4492947.85994645,auto_sufficient
894195,318191,32,2,TRUE,3.86659684854327,1346,65219.886994,5,2,2,419388.34735600743,4492947.85994645,auto_sufficient
894196,318191,28,1,FALSE,3.86659684854327,1346,65219.886994,5,2,2,419388.34735600743,4492947.85994645,auto_sufficient
894197,318191,22,2,TRUE,3.86659684854327,1346,65219.886994,5,2,2,419388.34735600743,4492947.85994645,auto_sufficient
896562,318840,62,1,FALSE,4.520180331067652,1342,14867.594,2,3,1,417496.3535478376,4492164.989959355,auto_sufficient
896563,318840,61,2,TRUE,4.520180331067652,1342,14867.594,2,3,1,417496.3535478376,4492164.989959355,auto_sufficient
910970,323307,60,1,FALSE,16.377622988234144,1372,155623.6584,5,4,3,420329.6286483777,4490380.64019747,auto_sufficient
910971,323307,55,2,TRUE,16.377622988234144,1372,155623.6584,5,4,3,420329.6286483777,4490380.64019747,auto_sufficient
910972,323307,20,1,FALSE,16.377622988234144,1372,155623.6584,5,4,3,420329.6286483777,4490380.64019747,auto_sufficient
910973,323307,59,1,FALSE,16.377622988234144,1372,155623.6584,5,4,3,420329.6286483777,4490380.64019747,auto_sufficient
910974,323307,55,2,TRUE,16.377622988234144,1372,155623.6584,5,4,3,420329.6286483777,4490380.64019747,auto_sufficient
930670,328847,34,2,TRUE,21.405849026085672,1397,38358.6565,3,2,2,416222.6468249449,4486171.230336131,auto_sufficient
930671,328847,35,1,FALSE,21.405849026085672,1397,38358.6565,3,2,2,416222.6468249449,4486171.230336131,auto_sufficient
930672,328847,3,2,TRUE,14.277701300399144,1397,38358.6565,3,2,2,416222.6468249449,4486171.230336131,auto_sufficient
992947,351142,65,2,TRUE,6.762916163224378,1435,-8,1,1,0,426219.6459179722,4497694.790416523,auto_sufficient
993293,351246,39,1,FALSE,5.882916644649363,1435,74415.2811,4,2,2,426113.8514075327,4497460.819809769,auto_sufficient
993294,351246,37,2,TRUE,5.882916644649363,1435,74415.2811,4,2,2,426113.8514075327,4497460.819809769,auto_sufficient
993295,351246,29,1,FALSE,5.882916644649363,1435,74415.2811,4,2,2,426113.8514075327,4497460.819809769,auto_sufficient
993296,351246,27,1,FALSE,5.882916644649363,1435,74415.2811,4,2,2,426113.8514075327,4497460.819809769,auto_sufficient
1006192,355696,73,1,FALSE,1.2880087189914906,1497,25692.5024,2,2,0,429441.1397896006,4493049.669749341,auto_sufficient
1006193,355696,68,2,TRUE,1.2880087189914906,1497,25692.5024,2,2,0,429441.1397896006,4493049.669749341,auto_sufficient
1007369,356120,81,2,TRUE,7.616190571205955,1497,-8,1,1,0,430114.7778273404,4493362.7901557665,auto_sufficient
1007631,356216,63,1,FALSE,5.3656223350995305,1497,-8,1,0,0,429643.2381484046,4493475.179980946,no_auto
1033489,365622,50,2,TRUE,5.373234494141247,1479,-8,1,1,0,427791.3075170598,4495988.709849345,auto_sufficient
1033854,365726,39,1,FALSE,8.036215157677127,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033855,365726,35,2,TRUE,8.036215157677127,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033856,365726,18,1,FALSE,8.036215157677127,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033857,365726,16,1,FALSE,5.360155510170644,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033858,365726,15,1,FALSE,5.360155510170644,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033859,365726,8,1,FALSE,5.360155510170644,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1033860,365726,4,2,TRUE,5.360155510170644,1479,41170.28,7,2,1,427709.0322619038,4496482.809632384,auto_sufficient
1038139,367126,58,2,TRUE,5.73715520643947,1482,-8,1,1,0,428574.8428993744,4494715.419865311,auto_sufficient
1072246,377735,27,1,FALSE,6.015717907317354,1548,38230.956,4,2,1,427087.36875842785,4488059.97966614,auto_sufficient
1072247,377735,27,2,TRUE,6.015717907317354,1548,38230.956,4,2,1,427087.36875842785,4488059.97966614,auto_sufficient
1072248,377735,5,1,FALSE,4.012483844180675,1548,38230.956,4,2,1,427087.36875842785,4488059.97966614,auto_sufficient
1072249,377735,2,1,FALSE,4.012483844180675,1548,38230.956,4,2,1,427087.36875842785,4488059.97966614,auto_sufficient
1084417,381152,36,1,FALSE,5.450591876621706,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1084418,381152,40,2,TRUE,5.450591876621706,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1084419,381152,9,2,TRUE,3.635544781706678,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1084420,381152,8,2,TRUE,3.635544781706678,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1084421,381152,4,2,TRUE,3.635544781706678,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1084422,381152,2,2,TRUE,3.635544781706678,1538,108071.985,6,3,1,428852.47169668734,4489354.850158591,auto_sufficient
1092905,383952,84,2,TRUE,3.1403773599727036,1550,23257.347,2,2,0,428154.76879730815,4488015.0900643105,auto_sufficient
1092906,383952,85,1,FALSE,3.1403773599727036,1550,23257.347,2,2,0,428154.76879730815,4488015.0900643105,auto_sufficient
1104257,387499,61,1,FALSE,2.2169473824742725,1561,25684.2006,5,3,1,429300.3063073668,4486306.380515243,auto_sufficient
1104258,387499,34,2,TRUE,2.2169473824742725,1561,25684.2006,5,3,1,429300.3063073668,4486306.380515243,auto_sufficient
1104259,387499,14,1,FALSE,1.4787039041103398,1561,25684.2006,5,3,1,429300.3063073668,4486306.380515243,auto_sufficient
1104260,387499,3,2,TRUE,1.4787039041103398,1561,25684.2006,5,3,1,429300.3063073668,4486306.380515243,auto_sufficient
1104261,387499,45,1,FALSE,2.2169473824742725,1561,25684.2006,5,3,1,429300.3063073668,4486306.380515243,auto_sufficient
1108376,388616,33,2,TRUE,2.813486364430714,1572,75254.04,5,2,2,428632.9218218933,4482800.509512052,auto_sufficient
1108377,388616,38,1,FALSE,2.813486364430714,1572,75254.04,5,2,2,428632.9218218933,4482800.509512052,auto_sufficient
1108378,388616,6,1,FALSE,1.8765954050752864,1572,75254.04,5,2,2,428632.9218218933,4482800.509512052,auto_sufficient
1108379,388616,3,2,TRUE,1.8765954050752864,1572,75254.04,5,2,2,428632.9218218933,4482800.509512052,auto_sufficient
1108380,388616,0,2,TRUE,1.8765954050752864,1572,75254.04,5,2,2,428632.9218218933,4482800.509512052,auto_sufficient
1116797,391076,30,2,TRUE,3.2670376890998303,1543,14089.4368,3,0,1,425466.9535666499,4487954.419555041,no_auto
1116798,391076,30,1,FALSE,3.2670376890998303,1543,14089.4368,3,0,1,425466.9535666499,4487954.419555041,no_auto
1116799,391076,1,1,FALSE,2.179114138629587,1543,14089.4368,3,0,1,425466.9535666499,4487954.419555041,no_auto
1140407,398786,31,1,FALSE,5.046315446303239,1633,7462.11325,5,0,1,413684.6122346771,4470508.120040362,no_auto
1140408,398786,30,2,TRUE,5.046315446303239,1633,7462.11325,5,0,1,413684.6122346771,4470508.120040362,no_auto
1140409,398786,11,1,FALSE,3.3658924026842603,1633,7462.11325,5,0,1,413684.6122346771,4470508.120040362,no_auto
1140410,398786,6,2,TRUE,3.3658924026842603,1633,7462.11325,5,0,1,413684.6122346771,4470508.120040362,no_auto
1140411,398786,0,1,FALSE,3.3658924026842603,1633,7462.11325,5,0,1,413684.6122346771,4470508.120040362,no_auto
1149305,400970,42,2,TRUE,4.360831673073732,2349,169902.032,5,2,3,437852.17713464855,4430452.10039125,auto_deficient
1149306,400970,34,1,FALSE,4.360831673073732,2349,169902.032,5,2,3,437852.17713464855,4430452.10039125,auto_deficient
1149307,400970,16,1,FALSE,2.9086747259401795,2349,169902.032,5,2,3,437852.17713464855,4430452.10039125,auto_deficient
1149308,400970,9,1,FALSE,2.9086747259401795,2349,169902.032,5,2,3,437852.17713464855,4430452.10039125,auto_deficient
1149309,400970,3,2,TRUE,2.9086747259401795,2349,169902.032,5,2,3,437852.17713464855,4430452.10039125,auto_deficient
1168478,407063,32,1,FALSE,7.462912866583035,2420,24144.0045,4,4,2,422892.08746303234,4423282.729738981,auto_sufficient
1168479,407063,28,2,TRUE,7.462912866583035,2420,24144.0045,4,4,2,422892.08746303234,4423282.729738981,auto_sufficient
1168480,407063,5,2,TRUE,4.977762882010884,2420,24144.0045,4,4,2,422892.08746303234,4423282.729738981,auto_sufficient
1168481,407063,0,2,TRUE,4.977762882010884,2420,24144.0045,4,4,2,422892.08746303234,4423282.729738981,auto_sufficient
1199393,415739,32,1,FALSE,1.6961242477963632,1831,101383.915,2,2,2,440024.70657011034,4467327.290181014,auto_sufficient
1199394,415739,35,2,TRUE,1.6961242477963632,1831,101383.915,2,2,2,440024.70657011034,4467327.290181014,auto_sufficient
1214847,420396,60,1,FALSE,2.868198424853271,1834,21092.0351,4,3,3,440559.4319153445,4466726.860387173,auto_sufficient
1214848,420396,60,2,TRUE,2.868198424853271,1834,21092.0351,4,3,3,440559.4319153445,4466726.860387173,auto_sufficient
1214849,420396,19,2,TRUE,2.868198424853271,1834,21092.0351,4,3,3,440559.4319153445,4466726.860387173,auto_sufficient
1214850,420396,20,1,FALSE,2.868198424853271,1834,21092.0351,4,3,3,440559.4319153445,4466726.860387173,auto_sufficient
1248402,429735,45,1,FALSE,9.509138280909267,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1248403,429735,46,2,TRUE,9.509138280909267,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1248404,429735,9,1,FALSE,6.342595233366482,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1248405,429735,6,1,FALSE,6.342595233366482,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1248406,429735,19,2,TRUE,9.509138280909267,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1248407,429735,15,2,TRUE,6.342595233366482,1877,53629.5355,6,3,3,439816.1962642985,4462513.16008496,auto_sufficient
1274718,437446,45,1,FALSE,6.218173363616182,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274719,437446,45,2,TRUE,6.218173363616182,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274720,437446,20,1,FALSE,6.218173363616182,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274721,437446,17,2,TRUE,4.147521633531993,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274722,437446,12,1,FALSE,4.147521633531993,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274723,437446,10,1,FALSE,4.147521633531993,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274724,437446,8,1,FALSE,4.147521633531993,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1274725,437446,6,1,FALSE,4.147521633531993,1906,96853.0837,8,2,3,438422.0709707321,4459942.180504233,auto_deficient
1290167,442062,47,1,FALSE,4.992810510267411,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1290168,442062,41,2,TRUE,4.992810510267411,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1290169,442062,14,1,FALSE,3.330204610348363,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1290170,442062,12,1,FALSE,3.330204610348363,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1290171,442062,8,1,FALSE,3.330204610348363,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1290172,442062,7,1,FALSE,3.330204610348363,1929,95310.896,6,2,2,440269.8297678373,4456907.610517707,auto_sufficient
1316489,450030,21,1,FALSE,3.4061317063588996,1945,39508.371,3,2,1,444455.4458658208,4459603.789676213,auto_sufficient
1316490,450030,0,1,FALSE,2.2718898481413863,1945,39508.371,3,2,1,444455.4458658208,4459603.789676213,auto_sufficient
1316491,450030,47,2,TRUE,3.4061317063588996,1945,39508.371,3,2,1,444455.4458658208,4459603.789676213,auto_sufficient
1341532,457561,42,1,FALSE,1.348890985545699,1979,-8,1,0,0,445438.1542473869,4453979.539782159,no_auto
1365675,465247,75,2,TRUE,44.5324400067122,1987,92395.238,2,1,1,441559.27408029785,4455837.589579737,auto_sufficient
1365676,465247,33,1,FALSE,44.5324400067122,1987,92395.238,2,1,1,441559.27408029785,4455837.589579737,auto_sufficient
1406456,478907,91,1,FALSE,9.516104269742868,2066,15504.7766,2,0,0,447105.76619507925,4445966.749485552,no_auto
1406457,478907,84,2,TRUE,9.516104269742868,2066,15504.7766,2,0,0,447105.76619507925,4445966.749485552,no_auto
1441092,490313,39,2,TRUE,14.327243541531264,2165,143153.6908,4,3,1,445682.29996484175,4438310.179937167,auto_sufficient
1441093,490313,43,1,FALSE,14.327243541531264,2165,143153.6908,4,3,1,445682.29996484175,4438310.179937167,auto_sufficient
1441094,490313,18,1,FALSE,14.327243541531264,2165,143153.6908,4,3,1,445682.29996484175,4438310.179937167,auto_sufficient
1441095,490313,15,2,TRUE,9.556271442201352,2165,143153.6908,4,3,1,445682.29996484175,4438310.179937167,auto_sufficient
1450418,493206,20,1,FALSE,9.00025781238138,1741,14973.7911,5,3,1,433870.2136814452,4478408.040092339,auto_sufficient
1450419,493206,18,2,TRUE,9.00025781238138,1741,14973.7911,5,3,1,433870.2136814452,4478408.040092339,auto_sufficient
1450420,493206,15,1,FALSE,6.0031719608583805,1741,14973.7911,5,3,1,433870.2136814452,4478408.040092339,auto_sufficient
1450421,493206,54,1,FALSE,9.00025781238138,1741,14973.7911,5,3,1,433870.2136814452,4478408.040092339,auto_sufficient
1450422,493206,51,2,TRUE,9.00025781238138,1741,14973.7911,5,3,1,433870.2136814452,4478408.040092339,auto_sufficient
1482325,502940,40,2,TRUE,4.234529958981633,1735,23672.911,4,4,1,429856.2379550114,4480800.40041914,auto_sufficient
1482326,502940,19,2,TRUE,4.234529958981633,1735,23672.911,4,4,1,429856.2379550114,4480800.40041914,auto_sufficient
1482327,502940,56,1,FALSE,4.234529958981633,1735,23672.911,4,4,1,429856.2379550114,4480800.40041914,auto_sufficient
1482328,502940,20,1,FALSE,4.234529958981633,1735,23672.911,4,4,1,429856.2379550114,4480800.40041914,auto_sufficient
1552103,524688,53,1,FALSE,2.2379914113663864,171,12743.652,2,2,1,419316.6432068604,4574140.509535099,auto_sufficient
1552104,524688,50,2,TRUE,2.2379914113663864,171,12743.652,2,2,1,419316.6432068604,4574140.509535099,auto_sufficient
1561807,527393,34,1,FALSE,5.122163601522791,185,102355.6144,5,3,3,418954.1108884207,4571358.389519483,auto_sufficient
1561808,527393,33,2,TRUE,5.122163601522791,185,102355.6144,5,3,3,418954.1108884207,4571358.389519483,auto_sufficient
